time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4,episode,total_reward
0.18,-0.012617863823760785,-0.017010177440829062,0.0,2.9823002362049085,0.3306316238976521,0.0,-0.2938134739872453,-0.13594243456901456,-0.945954285211382,2.2513265806285157,-0.2296718027107848,0.0,404.78774169254604,402.3240149041671,400.0837013437002,481.5643411801062,11,-8.999999962661295
0.18,-0.009167050583919732,0.006915872303904667,0.0,2.0108168040484227,0.9916827006688864,0.0,-0.31068095232602555,0.07277313945589331,-0.7074142087674326,1.395164160645639,-0.4619656928756224,0.0,409.3544634021224,380.23834813679855,413.98736322040384,466.4078427309598,12,-8.999999962686712
0.18,-0.012958251572876951,-0.017825246347252383,0.0,3.057151759799833,0.3379821742950897,0.0,-0.3012279663658393,-0.14101313520290915,-0.9479943558449289,2.2593180471861807,-0.22577388489295672,0.0,404.0043199067972,402.20944917287807,399.2562398427275,480.9470710276665,13,-8.999999962660343
0.18,-0.012663439323649519,-0.017209664559760456,0.0,2.960177233871125,0.33138664147604224,0.0,-0.29471283102175394,-0.14059917952081408,-0.9465281315607548,2.2536462376441464,-0.2280614823809024,0.0,404.6630433224212,402.3881602300805,399.6714494955056,481.05575202153784,14,-8.999999962661764
0.18,-0.009119556379218428,0.007163307584640937,0.0,2.150509080543989,0.9764704525137677,0.0,-0.30788686559502976,0.09374115832117105,-0.7129744782729674,1.4076494971478808,-0.4576627048189087,0.0,408.8742836732051,380.0031148519448,413.58682175484057,466.8277431580815,15,-8.999999962687387
0.18,-0.007631212159471151,-0.003913504626964882,0.0,6.150576097059716,2.4890890649863238,0.0,-0.38011022156269003,-0.11091078066451135,-1.1191599861188304,1.6516607484253556,-0.48680956374872786,0.0,425.2901702886909,375.7855011630154,408.09293549444124,459.0824873657563,16,-8.999999962724049
0.18,-0.008423966749978962,0.0003643246834033728,0.0,4.521309080677774,3.6606760317786886,0.0,-0.287212387190156,0.17477638616772295,-0.8720582549583864,1.7548254921220705,-1.5484354224348174,0.0,476.0547637155518,414.64069470692203,422.70894919079404,529.062251989322,17,-8.999999962700228
1.8000000000000012,-3.810278038325574,3.7236558171067826,0.0,4.322061448173747,3.885940771314914,0.0,-6.434977661095276,3.8581439304440637,-5.009084912909951,6.003191430524787,2.4955563898996367,0.0,489.7781023754831,492.657762012965,371.01127351843013,451.3782025573394,18,-89.99999811998326
1.620000000000001,-2.123688401107397,3.15125799378407,0.0,0.7995090171975434,4.439277618470822,0.0,-4.599982133675904,4.989252131517044,-4.857088416936481,7.969561769855063,0.9813782974683116,0.0,451.56610402189955,506.3673732072704,449.59127501569407,580.2776806168464,19,-80.99999875693734
0.18,-0.012348759619180137,-0.018557726196033866,0.0,3.137682182542445,0.31981190775171253,0.0,-0.28666304911593277,-0.14424806967217718,-0.9501893400394643,2.2643305731327854,-0.2104034770043774,0.0,403.432936890187,402.6042012345837,398.2776628286159,480.24949711236246,20,-8.99999996265889
0.18,-0.008365862833996065,-4.416676344962101e-05,0.0,4.370327418295567,3.6597560849225346,0.0,-0.28445179748397215,0.17216674001602622,-0.8575486413121043,1.7505978484794775,-1.5488868900322386,0.0,476.23219300471146,414.6774843347902,423.2703737942921,529.0194288615336,21,-8.999999962698682
0.18,-0.008386661264207356,-0.00011164994489195473,0.0,4.33992111986251,3.701663585347301,0.0,-0.2821540747175345,0.17503238152339154,-0.8614908577639817,1.7495006493264342,-1.552508969039449,0.0,476.60177665536656,414.75354187545,423.3943244640269,529.0156943254824,22,-8.999999962699757
0.23999999999999996,-0.01290621395691716,-0.017181275705765053,0.0,2.8654376390597314,0.3394454507725788,0.0,-0.30058883009778137,-0.14851127084943472,-0.8036907848349517,2.2491574823732443,-0.2419480163128199,0.0,404.9342042960544,402.19760744103587,400.00767686133383,480.9026016578521,23,-11.999999949313002
0.18,-0.012102355774431521,-0.017624885337146366,0.0,3.0373139264030247,0.31425969876409354,0.0,-0.28128669388257865,-0.13953826349987652,-0.9478148768235755,2.257434105751858,-0.21531255397846938,0.0,403.8599880712085,402.33004467298565,399.169586171305,480.84361330052593,24,-8.999999962660604
1.680000000000001,-2.568073694387132,3.267280837258664,0.0,5.297490046398849,4.506665758189211,0.0,-4.61356215393035,3.9242485453635383,-5.223261338687374,7.175547175235245,1.5283222150006115,0.0,482.90481769495153,490.151520762194,391.2848840115254,493.6793376957021,25,-83.99999854832093
0.18,-0.012561262850094117,-0.01793404756793223,0.0,3.0925740178230896,0.327160929971706,0.0,-0.2919401771009317,-0.1394183961171508,-0.9486590170444271,2.26108605289314,-0.2214788335838347,0.0,403.817833990549,402.1101421144823,398.91307636741885,480.78671511985567,26,-8.999999962659814
0.3,-0.07737391096580441,-0.0351366423846513,0.0,2.211951918397375,5.144188267700008,0.0,-0.8443034589455561,-0.7777611340470126,-1.0132612635191385,3.1553938507383057,-2.2718184984345973,0.0,507.9148195816893,402.20166780302566,432.92867994366003,529.6007921428068,27,-14.999999936431601
0.18,-0.0076741730443104245,-0.004340251536352605,0.0,6.252931431039613,2.5082125944352427,0.0,-0.38086276431928584,-0.11957763631602406,-1.1129286169881591,1.660211282688255,-0.4869805029246219,0.0,425.081473943166,375.3558563247395,407.8518441921104,459.310749497903,28,-8.999999962724413
1.740000000000001,-3.0419561309574004,3.7607755539399528,0.0,4.857754576183622,5.537385231019583,0.0,-5.209526970096964,5.7248738180517025,-5.465072781578351,6.204240250853727,1.6636371393020564,0.0,488.34022549635876,462.5564535195206,379.0083067655632,490.5797903820931,29,-86.99999819489074
0.18,-0.00829524853159783,-0.0005963957897900519,0.0,4.22923479272762,3.678540996912691,0.0,-0.27922072111823276,0.16645571130768888,-0.8456248597799498,1.7457050578100426,-1.5498849679974458,0.0,476.5876057857732,414.67709166445223,423.58123003394536,528.7947814890617,30,-8.999999962698059
0.18,-0.009458321825655949,0.007167100654732158,0.0,2.183569135774686,1.0058603124423868,0.0,-0.3176864539612171,0.09708944715002457,-0.7159255555082972,1.4111283102211658,-0.47143599859663826,0.0,409.05470619529723,379.7885714801702,413.4457533581272,466.772315634577,31,-8.999999962687715
1.8000000000000012,-4.127001702327443,2.3703226284292795,0.0,5.338293831101584,1.106802683842938,0.0,-5.576682045844604,3.292493860462658,-4.610698647659012,-4.130465606244377,2.783601506297234,0.0,609.543066539529,665.6063033947778,473.48550845657536,434.3828525316248,32,-89.99999771923429
0.8400000000000004,-1.3050227225983337,0.5998785499796605,0.0,4.150070096429239,3.0574628685464074,0.0,-4.441207970980693,0.9123220845183513,-2.1187366175681643,-4.310842223636982,5.588121646423043,0.0,514.2122385072845,630.9753824248804,572.4500694740005,526.0665596677586,33,-41.999999759978856
0.4200000000000001,-0.39949092660360996,0.12598162106104613,0.0,5.287467719324205,0.6493843618902098,0.0,-2.824035280516424,0.620294212512382,-1.2510504865821948,0.619379534106145,3.2916227354349705,0.0,498.31738577110593,601.0876881718968,610.9689591054771,676.2919481342235,34,-20.999999906004263
0.3,-0.18315518422972094,0.03118975251392215,0.0,6.13113088432916,0.5025306219196519,0.0,-1.6414767698273465,0.2640172677683499,-0.2628213223054704,1.378239935843081,2.9961266278076546,0.0,473.27462096353054,580.5302059389256,584.4304559472213,670.894477948742,35,-14.999999936046187
0.23999999999999996,-0.11236105135726786,0.012293692802356176,0.0,3.5108086987660077,5.721024390859505,0.0,-0.9333927606351758,0.06773479043338604,-1.0072363442406873,0.5658911033973257,2.8215852312418557,0.0,429.6850016858822,564.5839840667084,552.959040989575,593.6816922172288,36,-11.999999949473535
0.23999999999999996,-0.10323618674654426,0.013414771396108817,0.0,3.334427047548086,1.909540291348872,0.0,-1.22235389321536,0.35671871890773144,-0.7570837278639498,1.7114496477285126,2.8638353014530606,0.0,455.3971482787603,570.4331363131989,564.4072237389503,661.2004300792789,37,-11.999999949725032
0.23999999999999996,-0.09611833944407353,-0.007992189785529735,0.0,5.195287075001337,0.6343543246126728,0.0,-0.363595977165888,-0.34936028228454685,-1.316254985842039,-0.48464670354268696,3.1574796942039898,0.0,456.2224304324926,577.5171540375176,561.0018624932603,510.66683772925506,38,-11.9999999497832
0.23999999999999996,-0.08876107687110318,-0.006046036538478362,0.0,1.1698384174220093,5.0077852691434614,0.0,-0.5779584945061833,-0.32003559298822426,-1.184900730706761,0.4766293114450413,4.525506185209752,0.0,430.3130904492726,634.044849925581,595.4697993385174,601.2620879172422,39,-11.999999949799953
0.23999999999999996,-0.11534592318716164,0.019212065100973518,0.0,3.1368651368011378,3.2323779057805027,0.0,-0.904269816909605,0.366687358739441,-1.1267862550512067,1.4430684521438633,4.80027648146095,0.0,450.1039048553769,658.6042794392456,606.1484922648516,662.7244848783141,40,-11.999999949771533
0.23999999999999996,-0.11057279428019107,-0.0025343406587900862,0.0,3.37456323976798,0.28083748174649514,0.0,-1.1101864367303007,-0.23428527495256524,-0.27515087464479704,1.861847029276307,5.593285337199946,0.0,450.22132418691444,697.2459039754251,637.7715384667972,708.4309838049976,41,-11.99999994970739
0.23999999999999996,-0.10994954749452357,0.03761960494718765,0.0,5.2667507597371,4.733139897606684,0.0,-0.28527253333046126,0.5552977640516045,-1.164829735946717,3.039056955083502,4.5699009558881665,0.0,375.82242561677293,581.9090798892748,592.0829414434119,724.5993772194383,42,-11.999999949856294
0.23999999999999996,-0.10459739186215926,0.03134210389747606,0.0,1.5597928544236979,3.178034285240603,0.0,-0.6941375225430605,0.46567597587871434,-0.3008488412335185,2.9595640693713015,3.821858790568479,0.0,387.2470706548362,544.4137352864964,568.4982665345016,700.3634481645756,43,-11.999999949704938
0.23999999999999996,-0.11162669320273053,0.005463053730108541,0.0,6.248700134372253,2.7491093343959534,0.0,-1.0219797779058923,0.1529399648645744,-0.8773190367753643,2.3294889585959737,5.905337400955132,0.0,435.76935952426976,705.5232428099868,637.475125543819,726.2595383611613,44,-11.999999949481431
0.23999999999999996,-0.09672010923249137,0.01247451882353598,0.0,3.684960186936486,5.893190928562902,0.0,-1.105171639878634,0.40487483529682544,-1.4593879577550963,1.9279900518432078,5.909951770632442,0.0,388.59749209985665,686.5040720896817,593.9044713037794,669.9083597876789,45,-11.999999949507151
0.23999999999999996,-0.0972763919131173,-0.006606930332125753,0.0,5.871881351820576,0.41126963803494476,0.0,-0.853860506607646,-0.0672587326270471,-0.6923744558656711,3.075993249868386,5.278811011940645,0.0,398.79799911089384,669.0242324432542,607.6023268864093,747.1133357661494,46,-11.999999949406792
0.23999999999999996,-0.08037260766941189,-0.0026669243279128048,0.0,3.2279260091376223,4.241180040804473,0.0,-0.9317926681960425,-0.11771736388765028,-1.4565472980957792,1.6848281341929288,4.240404455301277,0.0,370.53694477288667,615.7917478438151,539.5517814908932,624.8576354126122,47,-11.999999949145412
0.4200000000000001,-0.10908870460591563,0.02905154664956543,0.0,6.053612280566405,0.693209055376844,0.0,0.43932086369947504,0.09225000836408648,-1.0498436366050314,7.529280654210596,14.773315865324287,0.0,299.92371390344783,669.6886967331342,458.0878875413092,711.7733957620203,48,-20.999999908469174
0.7200000000000003,-0.5081031383942187,-0.033443361774489734,0.0,4.340504238067638,3.089686962342828,0.0,-2.6636785267699974,-0.5439962792925391,-2.612609426512182,12.262858496699073,16.797888692764815,0.0,307.76008835248837,678.0637356707402,477.6940468315188,786.8478816844479,49,-35.99999980678517
0.6000000000000002,-0.17836087802660577,0.25467447286296574,0.0,2.5038123208832754,2.560950037006659,0.0,0.2548271444474603,0.5828595232541783,-2.454082633086096,3.621427863483764,15.915064013351916,0.0,400.0714684249068,747.6002736295876,644.0130520194947,659.2454756581668,50,-29.99999985189024
0.23999999999999996,-0.14445556773295842,0.0862438507110529,0.0,0.9010534114247664,0.6524047514630134,0.0,-1.8757974749442161,0.19357685655679394,-1.179275651031463,-0.08065160784998934,3.0170580241908835,0.0,425.1328957877264,607.5505799856237,565.4749356331994,560.4087461342733,51,-11.999999949479093
0.18,-0.06932997378057479,0.06799195878622337,0.0,1.1610430796485804,0.3757558624506494,0.0,-0.6222225998384376,0.5676848765054492,-0.5918573064234167,0.020401751806522622,0.8343894587838072,0.0,465.8299833848593,526.7800712681088,515.530311439565,529.2386114054918,52,-8.999999962459466
0.18,-0.08235371558903413,0.08013577740116326,0.0,1.3114631343109515,1.3667953168733256,0.0,-0.760391592215943,0.6819214156906921,-0.7121225066557986,-0.012104018185176653,1.272757323158784,0.0,464.7467387790912,552.9205156420223,535.4425193362433,546.4527978128529,53,-8.99999996269815
0.12000000000000001,-0.03421183946645733,0.03238104617312563,0.0,1.274124320538716,1.815757110432184,0.0,-0.9274049042710169,0.5955383052076066,-0.33211544517067565,-0.19475439201579947,0.07226632190447348,0.0,472.056197618391,499.44009150127425,500.92152831355827,512.6477152669758,54,-5.999999975146778
0.12000000000000001,-0.03742679188283319,0.032227031362285774,0.0,1.4858325696962504,2.1514183770411712,0.0,-0.9964671612659215,0.511147471328166,-0.4362384099021759,-0.18578415142987936,0.09735807642346991,0.0,474.6835111768565,504.84084270257756,505.484901169132,519.1623331152989,55,-5.999999975179108
0.12000000000000001,-0.040870046796113176,0.02995881354308602,0.0,1.6099180124877375,2.6072767559852323,0.0,-1.0416067286223734,0.35271768670825754,-0.5144667058870616,-0.20330480582311888,0.12736230906646276,0.0,477.43285640123764,510.9499901962912,510.9274660700755,524.5382668593394,56,-5.999999975197229
0.12000000000000001,-0.0434509959917611,0.026236989717638305,0.0,1.7197201143845504,3.1908205986263987,0.0,-1.0194035626395626,0.15239393823929567,-0.5554287468997481,-0.2270694869157049,0.1656481430372602,0.0,480.55512366748263,517.982127321181,516.8159328462746,529.9195748854304,57,-5.99999997521177
0.12000000000000001,-0.044566184756950074,0.023188586568096144,0.0,1.8301812299795621,3.6719964954942803,0.0,-0.9503720337524462,0.014809184283648358,-0.5522671776101096,-0.24418251881760084,0.1941529812582919,0.0,483.7053366657427,523.9554098331458,521.5440378929172,534.456434959241,58,-5.999999975224462
0.12000000000000001,-0.04437927070184469,0.01910597055894411,0.0,1.9265687033542775,4.391086655177002,0.0,-0.7830130398325876,-0.11317940305597615,-0.5289580671397459,-0.2703321132547002,0.23713187018366516,0.0,486.9239607806009,531.1640197102962,526.9352117992893,539.0931154401275,59,-5.999999975229075
0.12000000000000001,-0.043538728419446567,0.017134364397441922,0.0,2.0381100144307887,4.932986294706808,0.0,-0.6403366035298288,-0.13442734842037135,-0.5019363346886122,-0.2869294822778749,0.267578935148896,0.0,490.3277612386937,537.2130239252654,531.3865793620955,543.3449788730338,60,-5.9999999752329405
0.12000000000000001,-0.04207618294527325,0.015726757203867524,0.0,2.2138164459189813,5.632205158371335,0.0,-0.47044656944013513,-0.08071280959684068,-0.48937039134665705,-0.30121331478953617,0.30320075836522475,0.0,494.8693894142464,544.8202741794595,537.0947461759795,549.3012883968614,61,-5.999999975238146
0.12000000000000001,-0.04125833062804258,0.01658514191981313,0.0,2.5866367244433537,6.070773659197657,0.0,-0.3879673146702387,0.019970120138032454,-0.475704083530755,-0.2660065547794511,0.32331777088725877,0.0,499.8179044907044,551.3226315716947,540.9223114859383,556.7337113706521,62,-5.999999975243303
0.12000000000000001,-0.040299314891621967,0.016673702648662355,0.0,2.770403959621069,0.2956869237316919,0.0,-0.3256775283976239,0.09360502050981934,-0.5455638065897885,-0.26616999579964845,0.34549850836447016,0.0,503.89781258356965,557.2257055202577,544.3564195786792,561.0008305112924,63,-5.999999975247416
0.06,-0.006245809160125771,0.005990637350167976,0.0,2.406525960364771,1.6127905202765431,0.0,-0.3593791463949918,0.2804776375397882,-0.1839185528158971,-0.5385875479167712,-0.441128349527973,0.0,480.2632975569942,445.520789774289,482.56231598425614,439.984860057138,64,-2.9999999876165555
0.06,-0.006439720521633024,0.0059303131000384215,0.0,2.4776412136470434,1.6777606973938903,0.0,-0.3692199301590222,0.2716037099232208,-0.19461258652879962,-0.546469857191023,-0.44990189668628894,0.0,480.7661908175266,445.3443944127225,482.7102695185166,439.4926947991669,65,-2.999999987617033
0.06,-0.006476430493974629,0.0060420729974561315,0.0,2.5840904475143986,1.6902715906411032,0.0,-0.3710624801115895,0.27340069447865517,-0.20836865970347854,-0.558060070992729,-0.45157173840871134,0.0,480.8545013874123,445.3028670604305,483.1334842505757,438.99441073148483,66,-2.9999999876175436
0.06,-0.006531995797804262,0.00610081937957026,0.0,2.673609615647285,1.7099834908033706,0.0,-0.3738250216862219,0.27251835055082646,-0.21982598959066565,-0.5676233828382579,-0.45419021640192914,0.0,480.8644507366995,445.0989271527432,483.47730281170215,438.57716944872794,67,-2.99999998761803
0.06,-0.006620544624738122,0.0060987435660207895,0.0,2.7450742512943673,1.7415747880073287,0.0,-0.37819697754341175,0.2684196764254255,-0.22853167749881076,-0.5751435614484914,-0.4583554442720065,0.0,481.11728215687083,445.0305666983693,483.5489410892449,438.0295820554731,68,-2.9999999876184673
0.06,-0.006662148859509807,0.0061597259122609105,0.0,2.8452700357863847,1.757724399295606,0.0,-0.3802098119608539,0.26746532741730195,-0.2406425724343548,-0.5855241514082927,-0.460470136053312,0.0,481.189920662735,444.93563395293717,483.68559131350884,437.31433515611525,69,-2.9999999876190406
0.06,-0.006722002824651122,0.006171952461170809,0.0,2.9168888994250324,1.7793912857650476,0.0,-0.38312717144394237,0.264630041340671,-0.24862236212913,-0.5928324722600213,-0.46329207943479966,0.0,481.3169927708805,444.8415566340772,483.90129932089536,436.942419762196,70,-2.9999999876194465
0.06,-0.006775750791555849,0.006183177399911385,0.0,2.9848332414760073,1.7986886518596776,0.0,-0.38573696480133063,0.26199909818100103,-0.2558519539679619,-0.5996833388526392,-0.46579098005654185,0.0,481.5159073560296,444.85177067049534,484.08965307168984,436.578213012745,71,-2.9999999876198156
0.06,-0.006809049900411094,0.0062021254192797795,0.0,3.0564159528385204,1.8127262468216045,0.0,-0.3872973676713973,0.259970939700343,-0.2637009822101027,-0.6068172348750775,-0.4676003577842319,0.0,481.4189491369228,444.5982812715631,484.1954325002006,436.09838182661576,72,-2.9999999876202708
0.06,-0.006925986082437182,0.006153190614524008,0.0,3.1459720800061035,1.8566119150514897,0.0,-0.39286258253944056,0.2525261463465343,-0.27136793786708635,-0.6156257260595113,-0.47321227185742165,0.0,481.80188128889495,444.5523292796462,484.3009334111734,435.477268360692,73,-2.9999999876208228
0.06,-0.006920793763288056,0.006237219066589383,0.0,3.2572330312968596,1.8544574250438455,0.0,-0.3926218610096721,0.253300018782598,-0.28351176475532364,-0.6263961995982609,-0.47293832316686124,0.0,481.8246376737874,444.5994690527513,484.70702889517526,435.0253617018436,74,-2.9999999876213765
0.06,-0.006975144647332952,0.006215903927289633,0.0,3.313335091289895,1.8753441778734388,0.0,-0.39517446751099816,0.24955357724917243,-0.2879844555760962,-0.6317573208527683,-0.4755874586841641,0.0,481.9667434059997,444.535980780221,484.82160127903194,434.70270672305315,75,-2.999999987621714
0.06,-0.006954386925818143,0.006299210437779129,0.0,3.4311100970182977,1.867856198124203,0.0,-0.3941887784960373,0.25028210466257134,-0.30096094517936767,-0.6428662162596663,-0.47463943824325294,0.0,481.92205201488883,444.56535703348334,485.17924696161737,434.1677924211749,76,-2.9999999876223287
0.06,-0.006987191246411723,0.006302667646607532,0.0,3.5131136326896133,1.8807337580134398,0.0,-0.3957183890070982,0.24737397485369844,-0.30825964340222106,-0.6504888064731259,-0.47626863926585916,0.0,482.02297015455815,444.54098071235245,485.36723799155715,433.73625985629553,77,-2.9999999876227954
0.06,-0.007000805931835738,0.006331854093922058,0.0,3.6306328630073725,1.8862816025602172,0.0,-0.3963461872489742,0.24493043509025939,-0.31953491666436823,-0.6612592816200737,-0.476968803906097,0.0,482.0428524345302,444.5050270080916,485.72582523540285,433.23011297206034,78,-2.9999999876234424
0.06,-0.0069816025341724215,0.006376276458757597,0.0,3.742587130424189,1.879788315597473,0.0,-0.3954259609236353,0.24378533830051893,-0.33135019683399514,-0.671358756405566,-0.4761492171545389,0.0,482.0135257463374,444.5405121757047,485.9603231840209,432.6408995956937,79,-2.999999987624069
0.06,-0.00705361378513952,0.00633059637111085,0.0,3.8507272381272273,1.9074263704889098,0.0,-0.3987813539073128,0.2375122907956996,-0.33830690235707855,-0.680971697976024,-0.4796279800238197,0.0,482.1622540783278,444.4161094080005,486.3333330008175,432.24796488736644,80,-2.9999999876246886
0.06,-0.006944448814853952,0.0064350913426873355,0.0,3.9923950393669934,1.8657985617207355,0.0,-0.3936772256000891,0.2389613853440385,-0.35686930996105,-0.693363044962259,-0.4743785976202658,0.0,481.8899998091671,444.5519461694035,486.81228381497584,431.7392445645253,81,-2.9999999876254413
0.06,-0.006989807731341844,0.006390624469416319,0.0,4.080889913037314,1.8839244675131557,0.0,-0.3957841742537159,0.2337888492951945,-0.3624825187792996,-0.7009921501646476,-0.4766714485077872,0.0,481.972362838241,444.4529390786427,486.97078652105773,431.2719823417699,82,-2.99999998762598
0.06,-0.006872680700727675,0.006468086817398752,0.0,4.196052522055892,1.83942803413151,0.0,-0.3902638077465138,0.2342069677597862,-0.37899681090730153,-0.7107974552668849,-0.4710228556148557,0.0,481.80930314050306,444.73995317951795,487.3062530273516,430.81977203158135,83,-2.999999987626595
0.06,-0.006830838298651501,0.006462105501957088,0.0,4.318413150714299,1.8249263083391494,0.0,-0.3882412402361111,0.2299255161998664,-0.3917739415509912,-0.7210692952815753,-0.4691672051234144,0.0,481.6459150778548,444.7152602623664,487.597405044405,430.2774674038427,84,-2.9999999876273256
0.06,-0.006731987359272874,0.00648395868078901,0.0,4.432030670644629,1.788823595759716,0.0,-0.38347587126604993,0.22697999497450358,-0.40670850017026483,-0.7304776436685814,-0.4645151956882247,0.0,481.5035270072229,444.9428262229535,487.8836570023731,429.8024592397335,85,-2.9999999876279757
0.06,-0.006747973133525387,0.006401552534229537,0.0,4.579970337253233,1.7946022754415942,0.0,-0.3842512314533988,0.21806554690171523,-0.41743583531699846,-0.7425491807052006,-0.4652629414932023,0.0,481.5836126344995,444.96813608063434,488.2907371954552,429.23771258880987,86,-2.999999987628119
0.06,-0.006592483903498772,0.00638391511927273,0.0,4.740496174765166,1.7383520732902404,0.0,-0.3766647731458754,0.21066169938502272,-0.4379844078244514,-0.755429187103489,-0.45793227929858143,0.0,481.3104096789244,445.2737404249951,488.8511658900728,428.77842009610384,87,-2.999999987628115
0.06,-0.00659395174335251,0.006327108673683167,0.0,4.815586070847953,1.7388428125302546,0.0,-0.37673799298575145,0.20537589398238523,-0.4430059743106224,-0.7613792111841864,-0.45799674235161053,0.0,481.3561408488731,445.31787849834234,489.0356661170437,428.48139721617963,88,-2.999999987628115
0.06,-0.006538162591791287,0.006226812303935901,0.0,4.962701573530126,1.7195363155090746,0.0,-0.3739717768089553,0.19507007922072298,-0.45532707483020346,-0.7729034721129573,-0.4554537607303029,0.0,481.112840897898,445.2633621709806,489.55162310621074,428.08708941868974,89,-2.999999987628118
0.06,-0.0064333847140464855,0.006137194328322733,0.0,5.097973801360343,1.6827268356701186,0.0,-0.36875373100454634,0.18490896870944526,-0.468633676629032,-0.7833501590379677,-0.45056547670376246,0.0,481.08042812275545,445.62887561669373,489.8905129671023,427.5822183986305,90,-2.999999987628113
0.06,-0.00629408588381598,0.006052245792734763,0.0,5.214546136435645,1.6358102853210115,0.0,-0.36170827363928754,0.17497499683875112,-0.48154950051704026,-0.7922420403493114,-0.4442568051988965,0.0,480.8165354912246,445.86068693867713,490.18359671239176,427.15749031566514,91,-2.999999987628116
0.06,-0.006116567952761871,0.005909008398847974,0.0,5.368770561709251,1.5769747636113873,0.0,-0.3526094432806847,0.16016792804083052,-0.49647691009018113,-0.8038545837359117,-0.4362161527878291,0.0,480.62052920018067,446.30729692041706,490.55002741973016,426.58362902671513,92,-2.9999999876281143
0.06,-0.006077373767539447,0.00575005910044434,0.0,5.493596191604421,1.5650760998150073,0.0,-0.3505665364032171,0.1480888614941267,-0.5021514933751728,-0.8131318966706962,-0.43457190733780093,0.0,480.3929317670748,446.1966844041052,490.872836830721,426.1594440743246,93,-2.999999987628123
0.06,-0.0059973562185152,0.005580882515345121,0.0,5.624862079843725,1.5389758755027767,0.0,-0.34641249212024594,0.1346632086414431,-0.5088009398175539,-0.8227748617817288,-0.43094315052765186,0.0,480.23428473082146,446.32267761640054,491.32348452496444,425.8511131328094,94,-2.9999999876281196
0.06,-0.005815244080766746,0.005388987177759416,0.0,5.766296708428072,1.4814605162000598,0.0,-0.33684926129636494,0.11807805281018993,-0.518154397863138,-0.8330397331645591,-0.4228364723788356,0.0,479.97106146015415,446.7022120061245,491.6478784177628,425.3435692634733,95,-2.9999999876281205
